LC,LAI,SAI,T2,RH,VPD,PS,ZEN,RAIN,dsnow,PARdbh,PARdif,PARsun,PARshade,Hd,LE,UREF,USTmod,UST,LAIsunfrac,Fphen,Flight,Fsun,Ftemp,Fvpd,FSW,Fenv,gsto,gsun,FstO3,Ra,Rb,Gns,Gsto,Rsur,Vg3NH3,NH3_ppb,Time
9,2.027,2.527,-0.023,0.993,0.004,994.0,116.3,0.001817,0.002289, 0.000E+00,0.0,0.0,0.0,3.368,0.3754,1.904,0.2635,0.1165,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,136.6,58.69,0.009551,0.0,104.7,0.003885,0.006469,2018-01-03 04:00:00
9,2.027,2.527,0.327,0.992,0.005,993.5,108.9,0.001817,0.002289, 0.000E+00,0.0,0.0,0.0,3.368,0.3754,2.027,0.2637,0.124,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,128.4,55.14,0.08601,0.0,11.63,0.006447,0.01295,2018-01-03 05:00:00
9,2.027,2.527,0.677,0.991,0.005,993.1,101.8,0.004073,0.002289, 0.000E+00,0.0,0.0,0.0,-8.874,3.147,2.302,0.2995,0.1263,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,144.3,54.12,0.08635,0.0,11.58,0.00648,0.03355,2018-01-03 06:00:00
9,2.027,2.527,0.741,0.988,0.008,992.8,95.46,0.004073,0.002289, 0.000E+00,0.0,0.0,0.0,-8.874,3.147,2.237,0.2996,0.1227,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,148.5,55.7,0.08644,0.0,11.57,0.006311,0.05697,2018-01-03 07:00:00
9,2.027,2.527,0.804,0.984,0.01,992.6,90.08,0.004073,0.002289, 0.000E+00,0.0,0.0,0.0,-8.874,3.147,2.318,0.2996,0.1272,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,143.3,53.73,0.08653,0.0,11.56,0.006525,0.08429,2018-01-03 08:00:00
9,2.027,2.527,0.867,0.98,0.013,992.3,86.01,0.003515,0.002289, 9.898E-01,11.78,12.36,5.248,-7.238,9.616,2.533,0.3572,0.1447,0.06862,1.0,0.2082,0.3986,0.01,1.0,1.0,0.002082,1.281e-05,2.452e-05,0.0,121.0,47.24,0.08663,3.56e-05,11.54,0.007371,0.0811,2018-01-03 09:00:00
9,2.027,2.527,1.085,0.975,0.016,991.9,83.51,0.003515,0.002035, 4.386E+00,21.67,29.2,9.793,-7.238,9.616,2.655,0.3575,0.1517,0.1115,1.0,0.3725,0.6991,0.01,1.0,1.0,0.003725,2.293e-05,4.304e-05,0.0,115.4,45.07,0.08834,6.375e-05,11.31,0.007709,0.1075,2018-01-03 10:00:00
9,2.027,2.527,1.303,0.971,0.02,991.4,82.76,0.003515,0.00178, 5.775E+00,24.93,34.21,11.3,-7.238,9.616,2.84,0.3577,0.1622,0.1243,1.0,0.4194,0.7551,0.01,1.0,1.0,0.004194,2.584e-05,4.652e-05,0.0,107.9,42.13,0.0898,7.183e-05,11.13,0.008209,0.09019,2018-01-03 11:00:00
9,2.027,2.527,1.521,0.966,0.023,991.0,83.82,0.008586,0.001526, 2.461E+00,18.12,19.55,8.122,-21.25,3.965,3.076,0.4139,0.17,0.1063,1.0,0.3125,0.5525,0.01,1.0,1.0,0.003125,1.927e-05,3.407e-05,0.0,106.5,40.22,0.09126,5.356e-05,10.95,0.008551,0.1774,2018-01-03 12:00:00
9,2.027,2.527,1.577,0.971,0.02,990.8,86.6,0.008586,0.001526, 3.427E-01,8.392,6.609,3.717,-21.25,3.965,3.331,0.414,0.184,0.05845,1.0,0.1474,0.238,0.01,1.0,1.0,0.001474,9.089e-06,1.468e-05,0.0,98.34,37.14,0.06303,2.527e-05,15.86,0.008792,0.1951,2018-01-03 13:00:00
9,2.027,2.527,1.634,0.975,0.017,990.6,90.92,0.008586,0.001526, 0.000E+00,0.0,0.0,0.0,-21.25,3.965,3.587,0.4141,0.1982,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,91.31,34.49,0.05779,0.0,17.3,0.009243,0.1899,2018-01-03 14:00:00
9,2.027,2.527,1.691,0.98,0.014,990.3,96.49,0.005714,0.001526, 0.000E+00,0.0,0.0,0.0,-29.59,0.1052,3.845,0.4583,0.212,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,85.51,32.24,0.07152,0.0,13.98,0.01011,0.153,2018-01-03 15:00:00
9,2.027,2.527,1.821,0.98,0.014,990.4,103.0,0.005714,0.001526, 0.000E+00,0.0,0.0,0.0,-29.59,0.1052,3.754,0.4584,0.207,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,87.57,33.01,0.09126,0.0,10.96,0.01021,0.1087,2018-01-03 16:00:00
9,2.027,2.527,1.951,0.98,0.014,990.5,110.1,0.005714,0.001526, 0.000E+00,0.0,0.0,0.0,-29.59,0.1052,3.665,0.4585,0.2022,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,89.68,33.81,0.09126,0.0,10.96,0.009992,0.04023,2018-01-03 17:00:00
9,2.027,2.527,2.081,0.981,0.014,990.5,117.6,0.00797,0.001526, 0.000E+00,0.0,0.0,0.0,-23.67,8.936,3.579,0.5007,0.203,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,86.85,33.67,0.09126,0.0,10.96,0.01005,0.01527,2018-01-03 18:00:00
9,2.027,2.527,2.067,0.979,0.015,990.3,125.0,0.00797,0.001526, 0.000E+00,0.0,0.0,0.0,-23.67,8.936,3.484,0.5007,0.1976,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,89.23,34.59,0.09126,0.0,10.96,0.009813,0.007951,2018-01-03 19:00:00
9,2.027,2.527,2.053,0.977,0.016,990.1,131.8,0.00797,0.001526, 0.000E+00,0.0,0.0,0.0,-23.67,8.936,3.418,0.5008,0.1939,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,90.94,35.26,0.09126,0.0,10.96,0.009648,0.006136,2018-01-03 20:00:00
9,2.027,2.527,2.039,0.975,0.017,989.9,137.5,0.02951,0.001526, 0.000E+00,0.0,0.0,0.0,-25.47,11.95,3.384,0.4963,0.191,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,92.73,35.78,0.09126,0.0,10.96,0.009518,0.005212,2018-01-03 21:00:00
9,2.027,2.527,2.108,0.972,0.02,989.7,141.4,0.02951,0.001526, 0.000E+00,0.0,0.0,0.0,-25.47,11.95,3.512,0.4964,0.1982,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,89.36,34.48,0.09126,0.0,10.96,0.009838,0.004825,2018-01-03 22:00:00
9,2.027,2.527,2.177,0.968,0.023,989.5,142.6,0.02951,0.001526, 0.000E+00,0.0,0.0,0.0,-25.47,11.95,3.64,0.4965,0.2055,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,86.2,33.26,0.09126,0.0,10.96,0.01016,0.004807,2018-01-03 23:00:00
9,2.038,2.538,2.245,0.965,0.025,989.3,140.9,0.02202,0.001526, 0.000E+00,0.0,0.0,0.0,-34.51,14.05,3.769,0.5253,0.2113,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,84.45,32.35,0.09126,0.0,10.96,0.0104,0.004663,2018-01-04 00:00:00
9,2.038,2.538,2.084,0.966,0.024,989.2,136.7,0.02202,0.001526, 0.000E+00,0.0,0.0,0.0,-34.51,14.05,3.815,0.5252,0.2138,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,83.43,31.96,0.09126,0.0,10.96,0.01052,0.00518,2018-01-04 01:00:00
9,2.038,2.538,1.923,0.967,0.023,989.1,130.7,0.02202,0.001526, 0.000E+00,0.0,0.0,0.0,-34.51,14.05,3.865,0.5251,0.2166,,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,82.37,31.56,0.09126,0.0,10.96,0.01064,0.009374,2018-01-04 02:00:00
